Id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,EducationYears,Passport,Exited
267,P'eng,518,EEUU,Female,28.0,9,85146.36,1,0.0,0.0,2803.89,8.4,15434682,0
268,Mason,632,EEUU,Female,28.0,5,118890.81,1,0.0,1.0,145157.97,11.4,11327851,0
269,Mackenzie,694,France,Male,31.0,6,109052.59,2,1.0,1.0,19448.93,9.4,25209810,1
270,Mazzi,700,EEUU,Female,30.0,9,0.0,1,1.0,1.0,174971.64,12.9,22908106,0
271,Bagley,671,France,Female,31.0,6,105864.6,2,1.0,0.0,145567.34,11.3,28672722,0
272,T'ien,547,France,Male,55.0,4,111362.76,3,1.0,0.0,16922.28,14.5,19329555,1
273,Cameron,620,France,Female,25.0,1,137712.01,1,1.0,1.0,76197.05,11.5,14680086,0
274,Sopuluchi,654,EEUU,Male,29.0,1,0.0,1,1.0,0.0,180345.44,12.2,26406751,0
275,Pisani,664,EEUU,Female,41.0,5,0.0,1,1.0,1.0,152054.33,12.5,20007535,0
276,White,554,EEUU,Female,38.0,3,138731.95,1,1.0,1.0,194138.36,10.9,13847929,0
277,Tung,591,Italy,Male,36.0,7,135216.8,1,1.0,1.0,122022.89,10.3,22845187,0
278,Duncan,634,Italy,Male,35.0,3,0.0,2,1.0,1.0,19515.48,12.1,16019701,0
279,Dellucci,584,EEUU,Male,26.0,4,0.0,2,1.0,0.0,147600.54,12.1,21180114,0
280,Lin,727,France,Male,39.0,5,80615.46,2,0.0,0.0,180962.32,10.9,12542416,0
281,Uchechukwu,646,EEUU,Female,46.0,4,0.0,3,1.0,0.0,93251.42,12.0,13339228,1
282,McKenzie,706,Italy,Female,53.0,3,0.0,3,0.0,0.0,88479.02,11.4,10959598,1
283,Teng,568,France,Male,26.0,1,112930.28,2,1.0,0.0,22095.73,10.4,22403692,0
284,Doherty,718,EEUU,Female,41.0,1,0.0,2,0.0,1.0,27509.52,10.3,12588465,1
285,Kelly,627,Italy,Female,28.0,3,157597.61,1,0.0,1.0,34097.22,10.9,26412224,0
286,Ts'ui,646,France,Female,30.0,10,100548.67,2,0.0,0.0,136983.77,11.3,28360563,0
287,Zuyeva,565,Italy,Male,38.0,0,122447.76,1,0.0,0.0,67339.34,11.0,15146301,0
288,Wright,774,EEUU,Male,53.0,4,113709.28,1,1.0,1.0,153887.93,13.2,28572634,1
289,Creel,785,EEUU,Female,40.0,3,0.0,2,1.0,1.0,96832.82,13.9,13709390,0
290,Muir,850,EEUU,Female,38.0,2,0.0,2,1.0,0.0,9015.07,12.4,12881326,0
291,Milne,815,EEUU,Male,37.0,1,166115.42,1,1.0,0.0,67208.3,10.8,20991872,0
292,T'ien,807,EEUU,Male,33.0,10,101952.97,2,1.0,0.0,178153.65,11.0,25740144,0
293,Chin,665,EEUU,Male,33.0,2,101286.11,1,1.0,1.0,159840.51,12.6,15460453,0
294,Brown,850,EEUU,Male,49.0,6,128663.9,1,1.0,0.0,65769.3,12.3,28255781,1
295,Reid,525,Italy,Female,30.0,5,0.0,2,0.0,1.0,149195.44,9.7,16440509,0
296,Jacka,526,France,Male,34.0,3,122726.56,1,1.0,1.0,46772.36,12.7,12765816,0
297,Trumbull,590,Italy,Male,29.0,10,0.0,1,1.0,1.0,51907.72,12.1,24278552,1
298,Moore,449,EEUU,Male,52.0,6,0.0,2,0.0,1.0,123622.0,13.4,13375215,0
299,Shen,596,France,Male,32.0,3,96709.07,2,0.0,0.0,41788.37,12.2,26788568,0
300,Thomas,640,EEUU,Female,67.0,3,0.0,1,0.0,1.0,42964.63,15.5,20866072,0
301,Reid,707,EEUU,Male,32.0,9,0.0,2,0.0,0.0,30807.02,10.1,28099779,0
302,Tikhonov,561,Italy,Male,24.0,8,143656.55,1,0.0,1.0,180932.46,9.6,17595598,0
303,Nwokeocha,676,EEUU,Male,31.0,3,78990.15,1,1.0,1.0,124777.14,10.2,10240166,0
304,Wood,605,Italy,Male,33.0,5,150092.8,1,0.0,0.0,71862.79,11.7,21769642,0
305,Hill,684,Italy,Male,39.0,4,207034.96,2,0.0,0.0,157694.76,12.3,10860959,1
306,Chukwuemeka,632,EEUU,Female,34.0,2,0.0,2,0.0,0.0,165385.55,10.6,24199673,0
307,Cook,774,EEUU,Female,47.0,6,94722.88,1,0.0,1.0,61450.96,10.4,23495979,0
308,Chiang,539,France,Female,34.0,4,91622.42,1,1.0,1.0,136603.42,10.3,11786434,0
309,Chesnokova,711,EEUU,Female,29.0,9,0.0,2,0.0,1.0,3234.8,8.2,20552300,0
310,Wright,659,Italy,Male,78.0,2,151675.65,1,0.0,1.0,49978.67,15.4,12385067,0
311,Clarke,676,EEUU,Male,23.0,1,107787.47,1,0.0,1.0,116378.82,10.5,19328152,0
312,Martin,821,EEUU,Female,40.0,1,0.0,2,1.0,0.0,194273.12,14.9,28509742,0
313,Stelzer,776,Italy,Male,35.0,8,106365.29,1,1.0,1.0,148527.56,10.4,23914736,0
314,Mazzi,678,France,Male,36.0,3,145747.67,2,0.0,1.0,89566.74,13.2,19096423,0
315,Bancroft,597,Italy,Male,35.0,0,127510.99,1,1.0,1.0,155356.34,10.8,17312799,0
316,Foveaux,717,EEUU,Female,59.0,4,0.0,2,1.0,1.0,170528.63,13.5,15643589,0
317,Chiang,638,France,Male,50.0,1,102645.48,1,1.0,0.0,168359.98,14.8,13697135,1
318,Fan,711,France,Female,52.0,8,145262.54,1,0.0,1.0,131473.31,13.2,18582411,0
319,Arcuri,560,EEUU,Male,49.0,4,0.0,1,1.0,1.0,100075.1,14.6,16101678,1
320,Berkeley,596,Italy,Female,30.0,1,0.0,2,1.0,0.0,8125.39,10.0,10317173,0
321,Ch'ien,587,France,Male,35.0,5,121863.61,1,1.0,1.0,23481.69,11.1,14523695,1
322,Ugorji,678,EEUU,Female,43.0,7,178074.33,1,0.0,0.0,110405.9,13.2,10687234,0
323,Fraser,727,Italy,Male,28.0,1,0.0,1,1.0,0.0,40357.39,12.0,19459314,0
324,Lin,683,Italy,Male,56.0,7,50911.21,3,0.0,0.0,97629.31,14.1,26491981,1
325,Macvitie,718,EEUU,Female,49.0,10,0.0,1,1.0,0.0,184474.72,13.4,25707061,1
326,Lilly,554,EEUU,Male,39.0,2,129709.62,1,1.0,0.0,173197.12,12.1,20231592,0
327,Macleod,773,Italy,Male,63.0,9,111179.83,1,1.0,1.0,93091.02,13.9,15312241,0
328,Fuller,537,Italy,Female,33.0,7,136082.0,1,1.0,0.0,62746.54,10.8,22320082,0
329,Vasilyeva,757,EEUU,Female,44.0,4,123322.15,1,1.0,0.0,137136.29,14.7,28602277,0
330,Poninski,625,EEUU,Male,34.0,6,0.0,2,0.0,0.0,197283.2,12.5,19821358,0
331,K?,841,France,Female,33.0,7,154969.79,2,1.0,1.0,99505.75,10.6,23575840,0
332,Mai,557,Italy,Female,40.0,4,0.0,2,0.0,1.0,105433.53,13.6,28065843,0
333,Demidov,520,EEUU,Male,33.0,4,156297.58,2,1.0,1.0,166102.61,11.5,26829643,0
334,Shen,542,EEUU,Female,42.0,1,0.0,1,1.0,1.0,178256.58,13.0,26012356,1
335,McGuffog,833,France,Male,29.0,1,96462.25,2,0.0,1.0,48986.18,11.5,12155801,0
336,Yin,730,France,Male,38.0,0,38848.19,2,0.0,0.0,94003.11,10.8,23151312,0
337,Jones,629,EEUU,Female,37.0,10,99546.25,3,0.0,1.0,25136.95,11.8,18457296,1
338,Gilchrist,669,EEUU,Female,41.0,0,150219.41,2,0.0,0.0,107839.03,13.3,18612674,0
339,Walton,683,EEUU,Female,40.0,1,0.0,2,0.0,0.0,75762.0,13.2,11219789,0
340,Bulgakov,681,France,Male,37.0,8,73179.34,2,1.0,1.0,25292.53,11.5,12539928,0
341,Collier,670,EEUU,Male,38.0,7,0.0,2,1.0,1.0,77864.41,10.0,17283415,0
342,Jackson,705,EEUU,Female,35.0,3,0.0,2,0.0,1.0,66331.01,12.4,26122516,0
343,Lucciano,756,France,Female,34.0,2,148200.72,1,0.0,0.0,194584.48,13.6,10255407,0
344,Chiebuka,550,EEUU,Male,22.0,6,154377.3,1,1.0,1.0,51721.52,8.5,11544512,0
345,Hovell,566,France,Female,40.0,2,97001.36,2,1.0,0.0,154486.01,11.1,16761456,0
346,Bartlett,630,France,Female,51.0,0,108449.23,3,0.0,0.0,88372.69,14.1,11404761,1
347,Angel,680,EEUU,Male,49.0,10,0.0,2,1.0,0.0,187008.45,14.9,12189452,0
348,Beneventi,652,Italy,Female,40.0,7,100471.34,1,1.0,1.0,124550.88,12.2,25351255,0
349,Bentley,636,EEUU,Female,24.0,9,0.0,2,0.0,1.0,38830.72,11.5,25771380,0
350,Carpenter,850,EEUU,Female,35.0,2,128548.49,4,1.0,0.0,75478.95,11.9,27490648,1
351,Muir,838,Italy,Female,67.0,4,103267.8,1,1.0,1.0,78310.04,14.7,28247194,0
352,Boone,709,Italy,Female,45.0,2,0.0,2,0.0,1.0,162922.65,12.6,16915509,0
353,Hao,823,EEUU,Male,38.0,1,0.0,2,1.0,0.0,156603.7,11.1,26820312,0
354,Woods,749,Italy,Male,42.0,9,222267.63,1,0.0,0.0,101108.85,11.5,20047488,1
355,Madison,610,EEUU,Female,31.0,6,107784.65,1,1.0,1.0,141137.53,12.8,24067151,0
356,Ch'iu,717,France,Female,28.0,9,82498.14,2,0.0,0.0,40437.67,8.9,15444788,0
357,Webb,605,EEUU,Male,39.0,6,111169.91,1,0.0,0.0,9641.4,11.9,27088608,0
358,Mullan,652,EEUU,Female,51.0,3,0.0,1,1.0,0.0,173989.47,12.1,28748695,1
359,Glenny,679,EEUU,Male,36.0,6,147733.64,1,0.0,1.0,172501.38,13.3,23356381,0
360,Singh,582,France,Male,26.0,6,114450.32,1,1.0,1.0,14081.64,8.4,27017342,0
361,Henderson,619,Italy,Male,46.0,8,62400.48,1,1.0,1.0,132498.39,13.1,18767378,1
362,Samsonova,811,EEUU,Female,45.0,5,0.0,2,1.0,1.0,146123.19,11.7,26401207,0
363,Okoli,737,France,Female,22.0,10,111543.26,2,0.0,0.0,106327.85,9.4,10449966,0
364,Johnson,502,France,Female,40.0,7,117304.29,1,0.0,0.0,196278.32,12.1,20140327,0
365,Rossi,739,Italy,Female,27.0,8,98926.4,1,1.0,1.0,106969.98,11.6,17144885,0
366,Warlow-Davies,664,EEUU,Male,54.0,8,0.0,1,1.0,1.0,162719.69,13.3,22411500,1
367,Pisani,659,EEUU,Female,50.0,3,0.0,1,1.0,0.0,183399.12,14.5,12173084,1
368,Brennan,687,Italy,Male,35.0,3,0.0,2,1.0,1.0,176450.19,11.0,17412776,0
369,Parkhill,634,EEUU,Male,45.0,9,0.0,2,0.0,0.0,17622.82,11.4,23483316,0
370,Holden,486,EEUU,Male,63.0,9,97009.15,1,1.0,1.0,85101.0,14.0,15076611,0
371,Hu,667,Italy,Female,34.0,5,0.0,2,1.0,0.0,163830.64,11.1,11074951,0
372,Niu,510,EEUU,Male,63.0,8,0.0,2,1.0,1.0,115291.86,12.8,26695532,0
373,Sanders,809,EEUU,Female,24.0,4,0.0,2,1.0,0.0,193518.76,12.2,14445752,0
374,He,596,EEUU,Male,33.0,2,139451.67,1,0.0,0.0,63142.12,10.8,26293411,0
375,Chao,742,EEUU,Male,39.0,8,140004.96,1,1.0,1.0,92985.78,12.6,20435888,0
376,Farmer,732,EEUU,Female,35.0,3,0.0,2,1.0,0.0,90876.95,11.0,26611586,0
377,Chineze,543,Italy,Male,37.0,3,0.0,2,1.0,1.0,78915.68,9.8,13147054,0
378,Chou,761,France,Male,36.0,8,108239.11,2,0.0,0.0,99444.02,10.9,24406747,0
379,Hsieh,545,EEUU,Male,23.0,2,0.0,2,1.0,0.0,189613.12,10.3,28178415,0
380,Whittaker,731,France,Male,37.0,3,116880.53,1,0.0,0.0,172718.35,12.0,21282510,1
381,Ma,699,EEUU,Male,29.0,3,125689.29,1,1.0,1.0,151623.71,11.4,20259805,0
382,Stephenson,513,Italy,Male,88.0,10,0.0,2,1.0,1.0,52952.24,14.5,17360330,0
383,Foran,664,EEUU,Female,31.0,7,104158.84,1,1.0,0.0,134169.85,9.7,23255542,0
384,Gay,499,France,Female,55.0,4,126817.65,2,1.0,0.0,123269.71,13.4,12072783,0
385,Mackenzie,810,EEUU,Male,33.0,6,0.0,2,1.0,1.0,77965.67,11.2,18970285,0
386,Reilly,651,EEUU,Female,34.0,9,0.0,2,1.0,0.0,138113.71,13.3,11209239,0
387,Micco,598,Italy,Female,23.0,6,0.0,2,1.0,0.0,153229.19,9.0,22126834,0
388,Lueck,743,EEUU,Female,39.0,8,0.0,1,1.0,0.0,94263.44,12.2,24829581,0
389,Mackenzie,722,France,Female,32.0,5,106807.64,1,1.0,1.0,76998.69,10.7,24676878,0
390,McGregor,559,EEUU,Female,43.0,1,0.0,1,0.0,1.0,86634.3,11.1,16095520,0
391,Milanesi,712,EEUU,Male,33.0,3,153819.58,1,1.0,0.0,79176.09,10.5,12053665,1
392,McDonald,704,EEUU,Male,32.0,7,127785.17,4,0.0,0.0,184464.7,10.1,23858737,1
393,Douglas,675,EEUU,Male,54.0,6,0.0,1,1.0,0.0,110273.84,12.9,10765765,1
394,Taylor,667,EEUU,Male,27.0,7,156811.74,1,1.0,1.0,149402.59,11.1,16022230,0
395,Medvedeva,691,EEUU,Female,40.0,0,115465.98,1,1.0,1.0,60622.61,11.4,27738034,0
396,Weaver,802,Italy,Male,51.0,7,0.0,1,0.0,1.0,40855.79,11.9,15256837,0
397,Marcelo,668,EEUU,Female,31.0,9,0.0,2,0.0,0.0,41291.73,9.3,18513138,0
398,Hurst,715,EEUU,Male,28.0,7,160376.61,1,0.0,0.0,196853.11,10.0,14209412,0
399,Hsiung,635,Italy,Female,35.0,7,0.0,2,1.0,1.0,65951.65,11.5,11592481,0
400,Poole,601,EEUU,Male,50.0,2,115625.07,1,1.0,0.0,185855.21,13.8,20573370,0
401,Knowles,594,France,Male,18.0,1,132694.73,1,1.0,0.0,167689.56,12.0,10350961,0
402,Monaldo,816,France,Female,34.0,2,108410.87,2,1.0,0.0,102908.91,9.9,27446178,0
403,Hunter,833,EEUU,Male,30.0,1,0.0,2,1.0,0.0,141860.62,11.7,19729142,0
404,Trentini,517,Italy,Male,39.0,3,0.0,2,0.0,1.0,12465.51,12.5,12027080,0
405,Korovin,796,EEUU,Male,24.0,8,0.0,2,1.0,0.0,61349.37,10.5,18329661,0
406,Buccho,553,EEUU,Female,31.0,4,0.0,2,1.0,1.0,89087.4,12.2,10069291,0
407,Lung,512,Italy,Male,31.0,6,0.0,2,1.0,0.0,168462.26,13.6,15663561,0
408,Donnelly,620,EEUU,Female,29.0,3,0.0,2,0.0,1.0,153392.28,10.0,23031761,0
409,Forbes,584,France,Female,30.0,8,112013.81,1,1.0,0.0,177772.03,10.3,15143316,1
410,Chukwuemeka,527,France,Female,41.0,10,136733.24,1,1.0,1.0,57589.29,11.1,23646495,0
411,Lo,573,Italy,Male,50.0,0,159304.07,1,0.0,1.0,155915.24,15.1,21846279,1
412,Taylor,757,France,Female,34.0,1,129398.01,2,0.0,0.0,44965.44,12.0,11520546,0
413,Chiekwugo,686,Italy,Male,39.0,10,136258.06,1,0.0,0.0,89199.51,12.8,14977570,0
414,Shen,682,EEUU,Male,44.0,3,115282.3,1,0.0,0.0,23766.4,10.6,28877761,0
415,Wei,675,EEUU,Male,28.0,9,0.0,1,1.0,0.0,134110.93,11.4,27393034,0
416,Hill,682,EEUU,Female,26.0,0,110654.02,1,0.0,1.0,111879.21,12.0,27286448,0
417,Iroawuchi,850,EEUU,Male,38.0,5,0.0,2,1.0,0.0,16491.64,11.7,17989993,0
418,Garcia,603,EEUU,Male,51.0,8,186825.57,1,1.0,0.0,93739.71,13.1,13934472,1
419,Hunt,596,EEUU,Male,42.0,7,0.0,2,1.0,1.0,121568.37,13.7,25132084,0
420,Otutodilinna,784,Italy,Female,42.0,2,109052.04,2,1.0,0.0,6409.55,10.5,26905603,0
421,Scott,595,France,Female,25.0,7,106570.34,2,0.0,1.0,177025.79,10.5,22333632,0
422,Shubina,850,Italy,Female,31.0,3,121237.65,1,1.0,1.0,31022.56,8.7,23515898,0
423,Mahmood,723,France,Female,47.0,10,90450.0,2,0.0,0.0,103379.31,13.4,13830941,1
424,Conti,698,EEUU,Male,36.0,6,0.0,2,0.0,1.0,19231.98,10.9,28755491,0
425,Lo Duca,651,France,Female,34.0,10,148962.46,1,1.0,0.0,66389.43,10.0,23000647,1
426,Newland,794,Italy,Female,30.0,1,154970.54,1,0.0,1.0,156768.45,12.1,19242888,0
427,Wilson,555,Italy,Male,32.0,4,0.0,2,1.0,1.0,54405.79,12.1,12701951,0
428,Wei,654,EEUU,Male,38.0,8,0.0,2,1.0,0.0,88659.44,10.0,26213270,0
429,McKinley,648,France,Male,37.0,6,131753.41,1,1.0,0.0,86894.67,12.5,28021223,0
430,Harris,792,EEUU,Male,19.0,7,143390.51,1,1.0,0.0,33282.84,9.7,16365796,0
431,Ferri,659,France,Female,30.0,8,154159.51,1,1.0,0.0,40441.1,10.8,25848337,0
432,She,460,France,Female,35.0,8,102742.91,2,1.0,1.0,189339.6,13.0,12004067,0
433,Cruz,557,EEUU,Male,39.0,8,146200.01,1,1.0,0.0,177944.64,13.7,21179930,0
434,Yudin,716,EEUU,Male,41.0,9,0.0,1,1.0,1.0,113267.48,13.7,21352891,0
435,Yuan,489,France,Male,38.0,2,126444.08,2,1.0,1.0,82662.73,11.5,28751619,0
436,Ndukaku,625,Italy,Male,52.0,8,121161.57,1,1.0,0.0,48988.28,12.2,21185325,0
437,Ku,586,EEUU,Male,29.0,3,0.0,2,1.0,1.0,142238.54,11.9,23815505,0
438,Bradley,628,EEUU,Male,33.0,6,0.0,2,0.0,0.0,184230.23,11.8,28148950,0
439,McGregor,691,EEUU,Female,33.0,6,0.0,2,1.0,1.0,100408.31,13.0,17413185,0
440,Howell,615,France,Male,58.0,3,72309.3,1,1.0,1.0,85687.09,15.0,14755607,1
441,Chinwemma,727,France,Male,34.0,2,146407.11,1,1.0,1.0,72073.72,10.0,15251586,0
442,McKay,700,EEUU,Female,32.0,8,110923.15,2,1.0,1.0,161845.81,13.3,12163682,1
443,Palmer,591,Italy,Male,31.0,8,0.0,1,1.0,1.0,141677.33,11.0,19607738,0
444,Ebelegbulam,640,Italy,Female,32.0,6,118879.35,2,1.0,1.0,19131.71,9.1,13909333,0
445,Flynn,681,EEUU,Male,29.0,8,0.0,1,1.0,0.0,66367.33,9.4,12088614,0
446,Tilley,558,Italy,Female,31.0,7,0.0,2,1.0,0.0,166720.28,11.6,24610390,0
447,Philip,707,EEUU,Male,42.0,2,16893.59,1,1.0,1.0,77502.56,11.0,17455608,0
448,Ifeatu,738,France,Male,43.0,9,121152.05,2,1.0,0.0,64166.7,11.8,11149748,1
449,Samson,799,EEUU,Female,30.0,9,0.0,2,1.0,0.0,136827.96,10.8,27698027,0
450,Brown,737,France,Male,31.0,5,121192.22,2,1.0,1.0,74890.58,12.6,22497730,0
451,Dale,607,France,Male,32.0,9,144272.07,2,1.0,0.0,176580.63,12.4,17336286,0
452,Brown,685,Italy,Male,34.0,6,83264.28,1,0.0,0.0,9663.28,8.8,13313547,0
453,Bird,642,EEUU,Male,35.0,2,133161.95,1,0.0,1.0,122254.86,10.8,27269553,0
454,Vasilyev,571,EEUU,Female,35.0,1,104783.81,2,0.0,1.0,178512.52,12.2,17165152,0
455,Nwabugwu,623,EEUU,Female,44.0,6,0.0,2,0.0,0.0,167162.43,13.8,24569267,0
456,Nakayama,602,EEUU,Male,33.0,5,164704.38,1,0.0,1.0,180716.1,12.6,23081356,1
457,Capon,573,Italy,Female,72.0,8,98765.84,1,1.0,1.0,96015.53,14.0,14151280,0
458,Chiagoziem,712,EEUU,Female,33.0,6,0.0,2,1.0,1.0,190686.16,12.6,20542623,0
459,Lo Duca,664,EEUU,Male,55.0,8,0.0,2,1.0,1.0,139161.64,12.9,23323142,0
460,Napolitani,812,Italy,Male,38.0,3,127117.8,2,1.0,1.0,174822.74,12.9,22782136,0
461,MacDonald,632,France,Male,30.0,2,72549.0,2,0.0,1.0,182728.8,12.6,23580940,0
462,Onyeorulu,697,EEUU,Female,47.0,6,128252.66,1,1.0,1.0,168053.4,13.2,25740880,0
463,L?,618,Italy,Female,40.0,8,0.0,2,1.0,0.0,80204.38,9.9,18022388,0
464,Marshall,687,EEUU,Female,61.0,7,80538.56,1,1.0,0.0,131305.37,14.3,26116437,1
465,K'ung,748,France,Male,45.0,2,119852.01,1,0.0,0.0,73853.94,11.1,12273999,1
466,Hsueh,718,EEUU,Female,39.0,3,0.0,2,1.0,1.0,145355.11,11.7,21748631,0
467,Ekechukwu,549,EEUU,Female,38.0,8,107283.4,1,0.0,0.0,157442.75,11.7,18050563,0
468,Johnstone,682,EEUU,Female,42.0,0,0.0,1,0.0,1.0,91981.85,13.2,19854375,1
469,Fu,486,France,Male,37.0,9,115217.99,2,1.0,0.0,144995.33,14.0,11840729,0
470,Napolitano,480,EEUU,Male,35.0,2,165692.91,1,1.0,1.0,197984.58,14.4,20562378,0
471,Hamilton,630,France,Female,34.0,9,106937.05,2,1.0,0.0,138275.01,12.7,12167286,0
472,Power,698,France,Male,52.0,10,107304.39,3,1.0,0.0,28806.32,12.5,24472758,1
473,Chidumaga,766,France,Male,44.0,3,116822.7,1,0.0,0.0,197643.24,14.8,22386602,0
474,Doherty,726,Italy,Female,26.0,1,80780.16,1,1.0,1.0,19225.85,11.5,22887952,0
475,Buccho,604,France,Male,25.0,7,165413.43,1,1.0,1.0,35279.74,10.4,19513350,0
476,Lung,457,EEUU,Male,40.0,10,134320.23,2,1.0,0.0,150757.35,13.4,17344036,0
477,Marshall,783,France,Female,41.0,5,106640.5,1,1.0,0.0,176945.96,11.4,13324737,0
478,Ting,736,France,Female,36.0,8,103914.17,1,1.0,1.0,110035.88,10.8,14241968,1
479,Onyemauchechukwu,744,EEUU,Female,39.0,6,0.0,1,0.0,0.0,10662.58,11.4,16575365,0
480,Y?an,682,EEUU,Female,46.0,2,0.0,1,1.0,1.0,114442.66,11.6,19445389,0
481,Kao,699,EEUU,Female,39.0,1,0.0,2,0.0,0.0,93826.63,10.3,20288959,0
482,Cecil,498,France,Female,41.0,4,87541.06,2,1.0,1.0,12577.21,10.2,18188853,1
483,Mitchell,741,Italy,Female,42.0,9,121056.63,2,1.0,0.0,39122.58,9.7,13637425,0
484,Ingram,567,France,Female,49.0,5,134956.02,1,1.0,0.0,93953.84,12.3,22330024,1
485,White,619,EEUU,Female,49.0,9,145359.99,1,1.0,0.0,38186.85,13.2,16337638,0
486,Yang,589,France,Female,20.0,2,121093.29,2,1.0,0.0,3529.72,10.5,25957061,0
487,Greco,477,Italy,Female,48.0,2,129120.64,1,0.0,1.0,26475.79,12.9,11649938,0
488,Shelton,703,France,Male,42.0,9,63227.0,1,0.0,1.0,137316.32,13.1,17910444,0
489,Lowrie,691,France,Male,27.0,3,160358.68,2,1.0,0.0,142367.72,11.1,23598457,0
490,Cumbrae-Stewart,695,Italy,Male,46.0,3,122549.64,1,1.0,1.0,56297.85,12.6,13110731,0
491,Boylan,625,France,Female,55.0,8,118772.71,4,0.0,0.0,135853.62,15.8,15916384,1
492,Li,618,France,Female,40.0,0,140306.38,1,1.0,0.0,160618.61,12.2,19715476,1
493,Swanson,779,EEUU,Male,49.0,9,106160.37,1,0.0,0.0,116893.87,14.8,25966563,0
494,McGregor,350,Italy,Male,54.0,1,152677.48,1,1.0,1.0,191973.49,16.0,28800374,1
495,Lo,537,EEUU,Male,39.0,2,0.0,2,1.0,1.0,137651.6,13.6,25249866,0
496,Chuang,579,EEUU,Female,29.0,10,73194.52,2,1.0,1.0,129209.09,9.4,26210106,0
497,Amaechi,558,EEUU,Male,35.0,1,0.0,2,0.0,0.0,111687.57,11.1,12967540,0
498,Nixon,493,EEUU,Male,36.0,9,0.0,2,1.0,1.0,65816.53,9.5,19734278,0
499,Howells,619,Italy,Female,38.0,6,0.0,2,1.0,1.0,117616.29,10.7,20188933,0
500,Han,669,EEUU,Male,50.0,9,201009.64,1,1.0,0.0,158032.5,12.3,26547102,1
501,Cook,458,France,Male,35.0,9,146780.52,2,1.0,1.0,3476.38,11.2,22083637,0
502,Liu,651,Italy,Male,45.0,4,0.0,2,0.0,0.0,193009.21,13.3,24639445,0
503,Bolton,684,EEUU,Male,38.0,4,0.0,3,1.0,0.0,75609.84,11.2,17535206,0
504,Warlow-Davies,420,France,Female,34.0,1,135549.9,1,0.0,0.0,149471.13,12.8,14186020,1
505,Patterson,494,France,Female,38.0,7,174937.64,1,1.0,0.0,40084.32,12.2,18085219,0
506,Watson,531,France,Female,64.0,2,175754.87,2,1.0,1.0,60721.4,13.3,28626045,0
507,Kellway,663,Italy,Female,58.0,5,216109.88,1,0.0,1.0,74176.71,12.8,15104463,1
508,Hao,589,France,Female,50.0,5,144895.05,2,1.0,1.0,34941.23,13.1,25066791,0
509,Burns,713,France,Male,40.0,3,114446.84,2,1.0,1.0,87308.18,12.7,13468459,0
510,Barbour,573,EEUU,Female,23.0,2,0.0,1,1.0,0.0,122964.18,12.4,20305826,0
511,Tien,802,Italy,Male,41.0,6,0.0,2,1.0,0.0,47322.05,12.9,19190366,0
512,Tan,746,EEUU,Male,58.0,3,0.0,3,1.0,1.0,80344.96,13.4,15828960,1
513,Chidozie,610,Italy,Female,37.0,10,140363.95,2,1.0,1.0,129563.86,11.4,16542974,0
514,Yao,833,Italy,Male,32.0,6,0.0,1,1.0,1.0,44323.22,11.4,27329060,1
515,Rounsevell,761,Italy,Male,37.0,7,132730.17,1,1.0,0.0,199293.01,12.7,16507754,0
516,Flores,462,EEUU,Male,27.0,4,176913.52,1,1.0,0.0,80587.27,11.9,19173394,0
517,McIntosh,493,EEUU,Male,38.0,3,134006.77,1,1.0,0.0,89578.32,12.4,21775750,0
518,Conway,808,France,Female,37.0,2,100431.84,1,1.0,0.0,35140.49,10.1,25050524,1
519,Davies,782,EEUU,Male,33.0,7,191523.09,1,1.0,1.0,167058.75,13.0,22816492,0
520,Avdeeva,781,Italy,Male,35.0,1,0.0,2,0.0,0.0,42117.9,11.8,23614245,0
521,Moore,678,France,Male,55.0,4,129646.91,1,1.0,1.0,184125.1,14.2,23682853,1
522,Iweobiegbunam,729,EEUU,Male,32.0,6,93694.42,1,1.0,1.0,79919.13,11.5,20325984,0
523,Stanley,604,EEUU,Female,71.0,2,0.0,2,1.0,1.0,49506.82,14.8,17461653,0
524,Shen,469,Italy,Female,31.0,6,0.0,1,1.0,0.0,146213.75,12.6,16116646,1
525,Shao,693,EEUU,Female,39.0,4,0.0,2,0.0,1.0,142331.39,10.5,28073119,0
526,Echezonachukwu,547,France,Male,50.0,3,81290.02,3,0.0,1.0,177747.03,15.4,26859112,1
527,Ch'ang,850,Italy,Female,39.0,6,0.0,2,1.0,0.0,103921.43,10.0,25974779,0
528,Hsueh,656,EEUU,Male,50.0,7,0.0,2,0.0,1.0,72143.44,12.4,18870423,0
529,Trentino,691,France,Female,37.0,7,123067.63,1,1.0,1.0,98162.44,13.0,24651344,1
530,Townsend,787,EEUU,Female,85.0,10,0.0,2,1.0,1.0,116537.96,15.3,16067415,0
531,Olisanugo,667,EEUU,Male,31.0,3,99513.91,1,1.0,1.0,189657.26,10.2,18684953,0
532,T'ien,771,EEUU,Male,32.0,5,62321.62,1,1.0,1.0,40920.59,10.0,10803921,0
533,Ayers,678,EEUU,Male,60.0,8,185648.56,1,0.0,0.0,192156.54,13.0,14417129,1
534,Furneaux,796,France,Female,40.0,1,99745.95,1,1.0,0.0,177524.19,14.4,28862540,0
